customer_id,rating,label,sentence
508036,4,1,vì không có màn_hình led báo chính_xác nên khi đèn báo có 1 đèn sáng thì nên đi nạp điện luôn cho chắc là ổn
251876,1,1,tiki vui_lòng hỗ_trợ_giúp mình sau khi nhận được hàng xong mình bắt_đầu sạc từ 17h20 phút ngày 249 đến hiện_tại khi viết đánh_giá này là 8h30 phút sạc không lên_đèn ở mức nào cả
251876,1,1,rất mong bộ_phận kỹ_thuật hỗ_trợ mình
251876,1,1,mong tiki phản_hồi sớm để đảm_bảo quyền_lợi của khách_hàng khi sản_phẩm chưa như kỳ_vọng cảm_ơn
14541520,4,0,xài ổn
1407299,5,0,xài ổn
5127675,4,0,xài oki
59623,5,0,xài ok tốt
17533490,5,0,xài ok sạc đc 6 lần dt
5440649,5,1,giao hàng nhưng không bọc chống sốc nên cũng sợ trong quá_trình vận chuyện vị va_đập các thứ
5223279,5,0,xài ok nhưng hình_như dung_lượng không tới 10000 mah
20184625,5,1,đóng_gói hàng ko chắc_chắn ko gói bọc chống sốc hàng thì nặng lỡ bị lỗi thì sao đây shop
20184625,5,1,lần này bị thất_vọng về cách gói hàng
8442789,4,0,xài ok có_điều là hình_ảnh ko giống thực_tế
602236,1,1,sặc được đúng 6 lần iphone 8
602236,1,1,pin 1800mah vậy là 6x1800mah tính ra cục pin dự_phòng chỉ có_thể 10000 mah
602236,1,1,phải bảo_hành thôi
602236,1,1,mọi người về tính số lần sặc pin nhân với dung_lượng pin của thiết_bị được sặc là ra_dụng lượng của pin dự_phòng
10129390,5,0,xài ok
494198,5,0,xài ngon nội_dung chứa ít_nhất 50 ký_tự
6558006,4,1,về sản_phẩm hơi to dày và đầm tay
12134781,5,0,xài mới đc 2 lần
8429758,5,0,xài hơn 2 tháng nhưng nay mới đánh_giá sản_phẩm
2219148,5,0,xài gần 2 tháng mình thấy sử_dụng ổn
5346597,4,1,một cổng usb bị hỏng cắm dây sạc k vào điện
1896191,5,0,xài êm_ái mình là fan của xiaomi rồi đó
14836278,5,0,xài êm
8931587,2,1,tiki vui_lòng hỗ_trợ vì mình mới nhận hôm_qua mọi thứ rất ok nhưng khi nạp sạc vào cho pin thì từ 22h tới sáng thì không thấy đèn hiển_thị của pin nữa kiểm_tra thì y_như bang đầu là 2 mắt đèn sáng như khi mua về
11017413,5,0,xai duoc gan 1 tuan san pham tot
5184241,5,0,xài được gần 1 năm lên viết đánh_giá
5441064,4,0,xài duoc 2 ngày rồi nói_chung tam on
11068699,5,0,xài dc chừng 4 lần full pin
13311506,5,1,tiếc là màu trắng hơi dễ bám bẩn
9944965,5,0,xài đc 2 lần full 6 và 1 lan 7
12134781,5,0,xài cũng ok
17344804,5,0,xài cực trâu bền
14788990,5,0,xài cục dự_phòng này là không lo điện_thoại hết pin luôn giá rẻ mà mình cảm_thấy e_ngại vì nó rẻ hơn hắn giá thị_trường
1293712,5,0,xài con xiaomi 4s hơi nóng mà nói_chung là nhanh hơn bình_thường
6070561,5,0,xài bền rất tốt mẫu_mã đẹp đúng như giới_thiệu
8915684,5,0,xài 1 tuần
1491807,5,0,xạc xsmax rất nhanh mà k hề nóng máy
1159737,5,0,xạc vào nhanh xạc ra cũng rất nhanh
525176,5,0,xạc tốt giá cũng ổn xạc 1 lần r xài được khá lâu
9789391,1,1,shiper quá tệ thái_độ với khách_hàng đứng không đúng địa_điểm gọi lại chỉ_dẫn thì rất thái_độ đưa hàng không biết cảm_ơn rất thái_độ
9789391,1,1,lần đầu mua hàng tiki và cũng sẽ là lần cuối
9789391,1,1,shiper là 078 3990148
9789391,1,1,mong tiki làm_việc lại với thái_độ này
8071861,5,0,xạc tốt
1872957,5,0,xạc iphonex được 2 lần
6824506,5,0,xạc hỗ_trợ quick charge rất tốt cả đường in lẫn out
11556385,5,0,xạc gọn_gàng chắc_chắn
12413439,5,0,xạc được 3 lần 7plus 1 5 lần cho air 2 không bị nóng sản_phẩm sang chảnh
13303114,5,0,xạc dùng ok mua lâu rồi dùng vẫn tốt lúc mua sale giá rẻ nữa
476032,4,0,xả nhanh cho điện_thoại
1431501,5,0,wow
18991725,1,1,đóng_gói quá sơ_sài chỉ có 1 lớp bọc chống sốc bao quanh bên ngoài hộp
18991725,1,1,ngoài_ra hợp còn mớp méo do không được đóng_gói kỹ_càng
18991725,1,1,cảm_thấy hơi thất_vọng khi nhận đường gói hàng như vây
18991725,1,1,chẳng giống phong_cách của tiki giao hàng nhanh nhưng đã nhận hàng 2 ngày tới hôm_nay app mới báo đã nhận hàng
18991725,1,1,làm tôi cứ nghĩ là mình bị lừa
18991725,1,1,cảm_thấy thất_vọng ở lần mua hàng này
1419501,5,0,vừa_ý với sản_phẩm đóng_gói đẹp giao hàng nhanh tks
17663456,5,0,vừa_mới nhận hàng chuẩn như hình_ảnh sp mới chất_lượng thì ko bjk ra sao để thời_gian xem sao cho shop 5 sao nha
15930183,5,0,vừa tay
1343375,5,0,vừa tầm tiền
7851531,5,0,vừa nhẹ lại vừa tiện_lợi
13547715,5,0,vừa nhận sạc đầy trong 5 giờ
1846638,5,0,vừa nhận rất ưng_ý
10534528,5,0,vừa nhận hàng xong vào ngày 207
6755377,5,0,vừa nhận hàng thì giá thấy sale tốt hơn
10534528,5,0,vừa nhận hàng mình test 2 cổng đều sạc được lúc sạc cho pin tầm 10 tiếng thì đầy chất_lượng phải đợi một thời_gian trải nghiệm
13164347,5,0,vừa nhận hàng chiều hôm_qua
12079985,5,0,vừa nhận hàng
6327318,5,0,vừa nhận được hôm_qua giao hàng đúng hẹn hàng như hình còn về sau sử_dụng ntn thì chưa biết tạm_thời hài_lòng cho 5 sao
8791930,5,0,vừa nhận được hàng tiki giao hàng rất nhanh chưa đầy 24h đã nhận đc hàng
1172371,5,0,vừa nhận được hàng tiki giao hàng nhanh lẹ gói chắc_chắn
6133375,5,0,vừa nhận được hàng pin gọn_nhẹ nặng và chắc_chắn đã test quick charge ok hàng chất luọng
714921,5,1,có một điểm trừ là vỏ thì sờ rất đã nhưng mà màu trắng nên rất dễ bẩn
1132735,4,0,vừa nhận được hàng hôm_qua check mã thì thấy sp chính hãng
8150011,5,0,vừa nhận được chỉ sau 1 ngày đặt_hàng
19713360,1,1,sạc được vài lần thì không sạc được nữa 4 đèn lúc_nào củng chớp mặc_dù sạc dự_phòng đã đầy pin và cắm vào sạc cho điện_thoại thì chỉ được vài giây là lại ngắt không sạc được nhắn_tin thì không thèm rep khuyên mn không nên mua
17692525,5,0,vừa nhận đc
14042350,5,0,vừa nhân dc
19632757,5,0,vừa bật 4g vừa chơi vừa sạc 1 lên hơn 1 pin
62086,5,0,vote 55 sao
455052,5,0,vote 5 sao
11037629,5,0,vote 5 cho tikitradding
5111181,5,0,vote 5 cho tiki
6155571,5,0,với to hơn hộp đựng sạc dự_phòng của mình
5869040,4,0,với pin full sạc 100 thì chỉ sạc xong 2 cái là gần hết pin
309157,5,0,với lại thấy ai cũng bảo bảo sạc bự với nặng á t thấy nó còn không nặng bằng bịch khăn ướt t mang đi làm cơ mấy bạn ví quá về khối_lượng của nó rồi đấy
193428,5,0,với giá gần 300k cho sạc dự_phòng 10000mah thì khá ổn
67011,5,0,với cục sạc nặng kinh_khủng
1718727,4,0,với 20000mha giá rẻ nên to là đúng rồi
1829227,5,0,vỏ thép mùa đông luôn lạnh_toát không lo quá nhiệt pin máy khi để sát nhau
13264083,5,0,vỏ sạc đẹp chất_lượng bền
6607443,5,0,vỏ pin nhám và chắc_chắn nhưng hơi dễ xước chất_lượng sạc thì phải xài 1 thời_gian mới đánh_giá được nhưng tạm_thời cho 5 sao tại vì khá hài_lòng
6978083,5,1,hạn_chế là nặng và nặng v ngoài_ra nhà sản_xuất chưa tính_toán đến việc vừa xả vừa sạc vào pin sạc dự_phòng mình test thấy nó nhảy kiểu cầu chỉ liên_tục xả rồi sạc sạc rồi xả nhảy qua_lại liên_tục
328732,5,0,vỏ nhôm sắc xảo tinh_tế mang lại cảm_giác an_toàn cho bạn khi sử dung
324900,5,0,vỏ kim_loại sờ mát sướng tay có sạc nhanh rất tiện_dụng
6490667,4,1,cầm khá nặng_tay có cáp kết_nối micro usb kèm theo mừng_hụt vì đang hy_vọng là usb type c
1409722,5,0,vỏ kim_loại mát_tay khi cầm
1067306,5,0,vỏ hộp hơi bị cũ nha
10608227,4,0,vỏ hơi cũ còn hiện_tại thì mình dùng vẫn ổn
12901809,4,0,vỏ bằng kim_loại nên cầm khá sướng tay mỗi tội quá nặng hãng ghi 245g mà cảm_thấy phải 400g
13975588,5,0,viết cho đủ 50 kt
512250,4,0,viên pin máy mình có 4k mah thôi
6393534,4,0,vì mua trong đợt giảm_giá nên cũng chấp_nhận được
193428,5,0,vì mình cũng có làm bên mảng thiết_kế sản_phẩm từng đặt đối_tác_gia_công vn và tq thì thấy đúng là tq số 1 về chất_lượng giá
193428,5,0,vì mình cũng có cục sạc anker pin lithium sạc 5v 2a thì thời_gian sạc gấp đôi
110831,5,0,vì là 20000mah nên sạc lâu nhe
560312,5,0,vì là 20000 mah nên trọng_lượng cũng khá nặng_tay khi mang theo 450g
785819,5,0,vì là 10000mah nên hơi to 1 chút
5787290,2,1,sản_phẩm thì mình hài_lòng nhưng thái_độ nhân_viên giao hàng thì không chấp_nhận được
5787290,2,1,mình mua tổng_cộng 371k mình đưa 500k mà nhân_viên nói sao không chuẩn_bị tiền_lẻ rồi kêu mình chờ để đổi xong cầm tờ 500k mình chay đi đâu làm mình phải dí theo vì sợ mất tiền oan
5787290,2,1,giao hàng mà không có tiền thối còn nói cái giọng bố_láo khó chấp_nhận được
11556385,5,0,vì dung_lượng lớn nên sẽ xạc khá lâu
8484425,5,0,vì cần gấp cho kịp trước khi bão vào nên m đã lựa_chọn tiki mà mua hàng
6811789,4,0,vì bạn_bè có xài rồi thấy okie nên mình cũng đặt mua chứ trước giờ không mua hàng điện_tử online kiểu này đâu
6309342,5,0,vẻy gôd
18895417,5,0,very trâu
11115174,5,0,very good
8608083,5,0,very good
2028142,5,0,về thiết_kế gọn đẹp
8620109,5,0,về sản_phẩm thì xiaomi chưa bao_giờ làm tôi thất_vọng
958912,4,0,về sản_phẩm thì không có gì để chê hết có sạc nhanh tem niêm_phong đầy_đủ giao hàng nhanh_chóng
32853,5,0,về sản_phẩm thì 1 pin full sạc dc 2 lần cho đt
476032,4,0,về những tính_năng khác đã nêu trong quảng_cáo thì chưa kiểm_chứng được như bảo_vệ đoản_mạch cơ_chế reset v v nhưng là hàng chính hãng chắc sẽ uy_tín
872497,5,0,vẻ ngoài cũng rất đẹp chống bám đinh vân tay
13164347,5,0,về mặt hình_thức và đóng_gói 10 điểm
2096285,2,1,nhưng cổng sạc c ko sạc được cho bất_kỳ loại máy nào thử cả dây c cho ipad c to lightning cho iphone c to c cho rog phone đều khôg sạc được
2096285,2,1,bên bán hàng có kiểm_tra chuyện này ko
7963542,5,0,về mặt giá tiềnchất lượng thì rất tốt
10608227,4,0,về lâu_dài xem sau
474011,5,0,về lâu_dài thì chưa biết nhưng lần đầu thấy ok
1730745,5,1,có_điều là chưa biết làm s khi mở r thì tắt cục sạc ntn
1730745,5,1,vs lại cái thứ 2 là s mình check mã sp thì lại kêu là k có tồn_tại nên mình cũng hơi đắn_đo 1 chút
1800120,5,0,về lâu_dài thì chưa biết nhìn_chung rất rẻ trong tầm giá thị_trường
326110,2,0,về hình_thức thì đẹp
6096896,5,0,về hiệu_năng thì mình thấy như_vậy là ổn không có vấn_đề gì chưa thấy tình_trạng bị nóng gì trong lúc hoạt_động ngon so với tầm giá
8368057,5,0,về độ bền và số lần sạc thì phải dùng thêm mới biết được
18017698,5,0,về độ bền thì sử_dụng 1 thời_gian sẽ có đánh_giá sau
605012,4,0,về chất_lượng mới xài thử vài lần cảm_nhận là ok sạc khá nhanh cho iphone
19029248,5,0,về cái sản_phẩm này thì tốt nhưng mà nó dày lắm mong là nhà sản_xuất giúp mình sản_xuất nó nhỏ hơn nói_chung là cái sản_phẩm này nó dùng tốt rất hữu_ích cho những người hay đi du_lịch nhưng mà điều mà mình ngờ hay băn_khoăn ở chỗ này nè nó hay bị trục_trặc pin lắm cắm lâu
1126210,5,0,về cái nhìn đầu_tiên sản_phẩm rất bắt_mắt
184653,5,0,vậy_mà hôm sau giao lại gọi cái được
15304775,5,0,vậy thì tiki có_thể hỗ_trợ_giúp mk được không
8446517,5,0,vậy cũng khá tốt rồi cảm_ơn tiki
965144,5,0,vào hẳn trang_chủ check chính hãng very good
11877672,5,0,vấn_đề lớn nhất là sạc quá lâu
11699010,5,0,vận_chuyển nhanh đóng_hộp ky càng hàng còn nguyên_vẹn không chê điểm nào giao không quá thời tôi cho 5sao
8572414,5,0,vẫn đang sử_dụng
8111648,5,0,vẫn đang sử_dụng
9927140,5,0,vận chuỷen nhanh
19017412,5,0,vẫn cho 5 sao
12028203,5,0,và đúng là hàng chính hãng
8599338,5,0,và đang tính hốt thêm con sạc không dây
70158,4,1,có điều dây sạc nếu để nguyên thì điện_thoại ko sạc được
70158,4,1,phải rút dây ra cắm lại thì mới nhận
1832665,4,0,và cục pin này mình mua lần 2 vẫn ko có mã code để test trên mi
12630081,5,0,uy_tín chất_lượng cao
6051946,5,0,ưu_điểm là sạc điện_thoại siêu nhanh nhanh hơn mình cắm sạc bình_thường luôn
5555996,5,1,có_điều cục sạc hơi nặng so với mình
10023581,4,0,ưu_điểm dung_lượng lớn sử_dụng lâu chắc_chắn cứng_cáp
1688533,4,1,hơi nặng tính mua về sạc cho con ipadpro của mình mà vừa sạc vừa dùng có vẻ như_không phù_hợp lắm
2060967,5,0,ưu dùng tốt
12191416,5,0,ủng_hộ hàng điện_tử của tiki
8384664,5,1,chỉ có vấn_đề là sản_phẩm này không hỗ_trợ sạc ra output cho cổng type c nên không sạc được cho iphone của mình
1489030,5,0,ủng_hộ
13357336,5,0,ủng hô xiaomi
1838964,5,0,ưng hết mức về hậu_mãi của tiki
5569399,1,1,đóng_gói kỹ đẹp nguyên seal tuy_nhiên sạc không vào điện
5569399,1,1,dù đã thử mọi loại củ sạc chậm đến nhanh
5569399,1,1,dùng tiki now để có sp nhanh nhưng tới lúc có lại không đùng được lại phải gửi về hãng kiểm_tra
14410655,5,0,ưng cái bụng
13895754,5,0,uk
12561116,5,0,uây hành tiki giao nhanh thật_sự còn chất_lượng pin thì cũng khá là ok
1791757,5,0,type c mà 12h mới đầy
12932496,5,0,tuỵt
10253903,5,0,tuyệt_vời ship nhanh hàng ngon đẹp có tem dgw dùng cực ổn pin trâu sạc nhanh
11766269,5,0,tuyệt_vời rẻ nhất chất_lượng đúng tầm giá nhất
18810056,5,0,tuyệt_vời ông mặt
13404746,5,0,tuyệt_vời cực_kì hài_lòng
6623772,1,1,pin sạc mua về dùng hết xong sạc lần đầu_tiên cắm điện vào nguyên 1 đêm nhưng không hề vô tí điện nào cả
6623772,1,1,yêu_cầu tiki xem_xét_lại nhà bán hàng này và đổi cục khác cho tôi
6623772,1,1,giờ đọc đánh_giá thấy có rất nhiều người bị tình_trạng tương_tự
20426126,1,1,mua pin sạc dự_phòng về sạc cho iphone cổng type c không lên xíu pin nào hết cổng type c bị hỏng
20426126,1,1,mong tiki liên_hệ đổi sản_phẩm dùm cho mình
20426126,1,1,trước giờ mình chưa bị sản_phẩm nào như lần này
12607297,5,0,tuyệt_vời chính hãng luôn
13738846,5,0,tuyệt_vời chắc_tay to_khỏe
17068657,5,0,tuyệt_vời
9878422,5,0,tuyệt_vời
19880545,5,0,tuyệt_vời
1429707,5,0,tuyệt_vời
10779414,5,0,tuyệt_vời
6085650,5,0,tuyệt_vời
15444855,5,0,tuyệt_vời
12009039,5,0,tuyệt_vời
7676844,5,0,tuyệt_vời
6487593,5,0,tuyệt
9722852,5,0,tuy_vậy mình khuyến_cáo các bạn khi muua pin sạc dự_phòng hãy kiểm_tra thời_lượng pin còn lại trước khi sử_dụng
14597259,5,0,tuy_nhiên với giá tiền như_vầy là ok rồi
503905,5,0,tuy_nhiên việc giao hàng hơi chậm
5555650,5,0,tuy_nhiên vẫn cho 5 sao vì đã check code thì đúng là hang xiaomi mới chính hãng
13164904,5,0,tuy_nhiên tiki đóng_gói không có giảm sốc ko hài_lòng điểm này một_tí hàng nguyên box nên cũng ko ảnh_hưởng nhiều
10804555,4,0,tuy_nhiên thời_gian sạc vào pin cực lâu
10023581,4,1,nhược_điểm kích_thước lớn thời_gian nạp đầy lâu một_số củ sạc không tốt sẽ không_thể sạc đầy cho viên pin này trọng_lượng khá nặng nên ghi rõ vào thông_số kỹ_thuật
1605599,5,0,tuy_nhiên sạc đầy pin khá lâu trung_bình 8h
13888416,4,1,trên thân sạc không có dán bất gì tem gì chỉ trên vỏ hộp là có tem digiworld
13888416,4,1,làm_sao để mình có_thể bảo_hành
13888416,4,1,mong giải_đáp
1305171,4,0,tuy_nhiên sạc đầy pin dự_phòng rồi sạc cho iphone 5s chỉ 2 lần là hết rồi
6811177,4,0,tuy_nhiên nạp điện vào pin thì rất lâu
7378992,4,0,tuy_nhiên mấy ngày dùng mà chưa biết khi sạc đầy thì cục sạc nó báo ntnao vì sạc cả buổi sáng chỉ thấy nháy 2 cái đèn
5423078,4,0,tuy_nhiên ko có output type c
2166842,2,1,tiki cho mình hỏi là mình mới nhận được mình cắm sạc vào cho cục pin dự_phòng để sạc cho nó sao không lên_đèn ạ mình xài sạc samsung 9v 2 4 a
2166842,2,1,do sản_phẩm hết pin phải chờ hay sản_phẩm lỗi mong tiki giải_đáp
7051346,5,0,tuy_nhiên hộp to hơn sản_phẩm nhưng ko có chèn nilong hay giấy để giảm sock
833772,4,0,tuy_nhiên chỉ có dây sạc khá ngắn nên khi mình cắm vào củ sạc của mình thì củ sạc bị nóng nhanh
7462609,4,0,tuy_nhiên 10000ma nhưng thực_tế dùng chắc chỉ đc 7 8000ma
13760708,5,0,tuy to nhưng đúng lượng bền giá hợp li
9722852,5,0,tuy thiết_kế sản_phẩm khá nặng và dày nhưng nó cầm gọn trong lòng bàn_tay
6269152,5,0,tuy không có cổng type c nhưng có 2 cổng usb nên cũng đủ với nhu_cầu sử_dụng
6523887,5,0,tương_đối ngon bổ rẻ phù_hợp nhu_cầu
9679956,5,0,tương_đối gọn_nhẹ
6107528,4,0,tưởng hàng global ai_ngờ hàng nội_địa
2028142,5,0,tuổi_thọ của sản_phẩm dùng gần năm vẫn tốt
13986521,5,0,từng ham rẽ mua xạc tào_lao xong dục
476032,4,0,túm lại nên mua vì dòng sạc dự_phòng thấy nhiều tai_nạn cháy nổ mà cái này lại tản_nhiệt tốt mát_rượi khi sử_dụng
11613328,5,0,tui đã mua và sử_dụng chưa đc 1 tuần bị ai ăn_trộm mất tiêu giờ tui phải mua lại để có mà sài tui rất nản vì những người rất khó_chịu khi họ làm vậy
11476507,5,0,từ lúc mình đặt tới khi nhận hàng mất 5 ngày
1246958,5,0,từ khi mua thử đơn hàng tiki
629216,5,0,tự điều_chỉnh dòng sạc phù_hợp vs từng thiết_bị dòng sạc ra rất ổn_định
19632757,5,0,từ 5w giờ dùng cục này nó khác bọt hẳn
13164347,5,0,từ 2016 đến giờ vẫn dùng tốt
85952,4,0,trước_nay vẫn tin_dùng pin sạc dự_phòng của xiaomi
1013090,5,0,trước_mắt xài thấy khá ổn
964227,4,0,trước_mắt thấy hài_lòng
7513585,5,0,trước_mắt rất tốt xài sau sẻ bình_luận thêm giao hàng nhanh_chóng
11228115,5,0,trước_mắt mới nhận hàng thì thấy ok nhưng còn dùng thử vài lần xem sao có sạc được 4 5 lần hay không
6385937,1,1,nhưng điểm trừ cho nhà bán hàng là gửi hàng không có lót chống sốc chỉ để hộp giấy
361219,5,0,trước_mắt là ngon ak
8620109,5,0,trước tôi có mua sản_phẩm sạc dự_phòng của xiaomi thì họ bảo_hành theo mã_vạch dán trên sản_phẩm còn lần này thi không
547788,5,0,trước đây tôi có mua 1 sản_phẩm ở nơi khác màu bạc
537450,4,0,trước cug có xài một cục thế_hệ 1 khoag 3 4 năm nay còn xài chưa hư
928111,5,0,trúng đọt giảm_giá chỉ có 239k
1829227,5,0,trọng_lượng vừa_phải kích_thước bằng đúng với điện_thoại nên dễ cầm nắm
781675,5,0,trong tầm giá thì con này okie
5640598,5,0,trông ngoại quan khá là đẹp và cao_cấp
13016506,5,0,trong lúc sạc thì có hơi nóng nhưng không đáng_kể
7322505,5,0,trong khi sạc có_thể cắm 2 thiết_bị vào cổng ra để dùng cùng lúc
7563452,4,0,trong khi đó lại không có bản tiếng việt hướng_dẫn sử_dụng
24163212,5,1,điểm trừ là giao hàng đóng_gói không có miếng giảm sốc
14129073,1,1,mình mua pin sạc về cấm sạc cả ngày vẫn không lên nổi 1 nấc pin
14129073,1,1,mình lấy sạc cho điện_thoại khi pin còn 3 nấc đèn thì chưa sạc đầy pin sạc đã hết
14129073,1,1,mong tiki và shop xem_lại đã giao cho tôi sản_phẩm gì vậy
813202,1,0,trong khi đó hiện_tại món hàng này có chức_năng giao trong 2h
1523763,5,0,trong hộp ngoài sạc dự_phòng còn có tặng thêm cáp sạc nhanh đi kèm
5742743,5,0,trông đẹp
15625325,5,0,trong ảnh thì đẹp nhìn thực_tế thì to như cục gạch chất_lượng tốt
11673650,2,1,mình không biết do vấn_đề gì mà mình đã sạc từ 6h tối_ngày hôm_qua đến bây_giờ đã là 1h trưa ngày hôm_nay nhưng đèn vẫn chỉ cứ nhấp_nháy ở mức 3 mãi không chịu đầy
11673650,2,1,mình rất cần sự hỗ_trợ từ tiki
